"","nombre_promocional","nombre_urbanistico","latitud","longitud","direccion","municipio","provincia","comunidad_autonoma","tipologia_asentamiento_principal","tipologia_asentamiento_secundario","fuente","enlace_web","enlance_a_mapa_foto_aerea","fecha_autor_fuente_de_la_foto","padre_adoptivo","superficie_terreno","superficie_construida","suelo_ocupado_actual","viviendas_construidas","plazas_hoteleras_construidas","parcelas_uso_industrial_construidas","parcelas_uso_comercial_construidas","parcelas_uso_equipamiento_construidas","estado_actual","comentarios_otras_opciones","promotor","constructor","arquitecto_o_tecnico_redactor","descripcion_propiedad","ubicacion_codigo_ine_municipio","ubicacion_codigo_ine_provincia","uso","comentarios_otros","tipologia_edificatoria","comentarios_tipologia","edificabilidad_absoluta_planificada_o_aprobada","viviendas_aprobadas_en_planeamiento","plazas_hoteleras_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","numero_habitantes_previsto_planeamiento","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeamiento","convenio_urbanistico_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","otras_fechas_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","otros_planeamiento_tecnico_redactor","convenio_urbanistico_politica","plan_parcial_urbanistico_politica","modificacion_urbanistico_politica","proyecto_urbanistico_politica","licencia_urbanistico_politica","otros_urbanistico_politica","recursos_interpuestos","sentencias_judiciales","n_fecha_sentencias","tribunal_dicta","fallo","hipoteca_cargas","cuantia_hipoteca","concurso_acreedores","entidades_financieras","figuras_proteccion_ambiental","nombre_figuras_proteccion_ambiental","zonificacion_nivel_proteccion","dominio_publico","enlaces_noticias","material_grafico","archivos_adjuntos"
"1","Playa Macenas Beach & Golf Resort ","Sector 1 'Macenas´
","37.080085"," -1.855302","Paraje Cortijo Blanco s/n, 04638 ","Mojácar","Almería","Andalucía","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Ruinas Modernas, Nación Rotonda","http://www.juliaschulzdornburg.com/cas/playa-macenas-resort, http://www.nacionrotonda.com/2013/05/mojacar-almeria-2002-2011.html, http://www.nacionrotonda.com/2014/06/horta-guadalajara_20.html ","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=601628.75&y=4104188.75&zone=30&r=936&visible=PNOA;","IGN-PNOA. fecha vuelo: 06-2013","Ruinas Modernas, Shen","2895000",,,,,,,,"Edificación terminada con uso parcial",,,,,,,,"Residencial Unifamiliar","residencial colectivo y turístico","Bloque exento",,,"1395",,,,,"4,882.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","Golden Sun Beach & Golf Resort","Sector Costa-1","37.368716"," -1.672693","Calle pacifico, San Juan de Terreros, ","Pulpí","Almería","Andalucía","DEO - Desarrollo ligado a instalaciones de ocio","NOE - Nuevo desarrollo urbano","Ruinas Modernas, Nación Rotonda","http://www.juliaschulzdornburg.com/cas/golden-sun-bg-resort, http://www.nacionrotonda.com/2013/06/san-juan-almeria.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=617658.75&y=4136446.75&zone=30&r=936&visible=PNOA;","IGN-PNOA. fecha vuelo: 06-2013","Ruinas Modernas, Shen","2160000",,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Bloque exento","viviendas unifamiliares aisladas",,"3000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Urbanización Dominion Heights","UEN-C13 “Arroyo Barranco”","36.451912"," -5.091359","Dominion Heights, El Velerín, ","Estepona","Málaga","Andalucía","NEU - Nueva entidad urbana","-","Ruinas Modernas, Mediturban, 6000km","http://www.juliaschulzdornburg.com/cas/urbanizacion-dominion-heights, http://www.6000km.org/localizaciones/urbanizacion-abandonada-en-llanos-del-velerin/","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=312575.25&y=4036189.25&zone=30&r=234&visible=PNOA;","IGN-PNOA. fecha vuelo: 07-2013","Ruinas Modernas","57262",,,,,,,,"Edificación no terminada","trabajos de urbanización no acabados",,,,,,,"Residencial Colectivo",,"Bloque adosado",,,"140",,,,,"10,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","Urbanización Llanos de la Boladilla","Sector SUP-C-9, Llanos de la Boladilla","36.454514"," -5.072458","Autovía del Mediterráneo, 1-3, 29680 ","Estepona","Málaga","Andalucía","NEU - Nueva entidad urbana","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/llanos-de-la-boladilla","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=314298.75&y=4036446.25&zone=30&r=234&visible=PNOA;","IGN-PNOA. fecha vuelo: 07-2013","Ruinas Modernas","173176",,,,,,,,"Urbanización terminada","sólo hay dos parcelas edificadas
",,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar aislada",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5","Los Altos de Estepona","SUP-R8 “Altos de Estepona”","36.440520"," -5.151022","Ctra Gral. de Genalguacil Km.2 ","Estepona","Málaga","Andalucía","NEU - Nueva entidad urbana","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/altos-de-estepona","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=307064.75&y=4034943.25&zone=30&r=468&visible=PNOA;","IGN-PNOA. fecha vuelo: 07-2013","Ruinas Modernas","285562",,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Colectivo",,"Volumen específico","
",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6","Complejo residencial y comercial La Hacienda ","SUP- Sector Montemayor Bajo","36.484720"," -5.057767","Autopista del Mediterráneo, 29679, ","Benahavís","Málaga","Andalucía","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/complejo-la-hacienda","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=315690&y=4039660&zone=30&r=936&visible=PNOA;","IGN-PNOA. fecha vuelo: 07-2013","Ruinas Modernas","2568790",,,,,,,,"Inicio de los trabajos (movimiento de tierras)",,,,,,,,"Residencial Colectivo",,"Bloque adosado",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Balcones de la Galera","Sector UEP - 010 ""La Galera I""","36.398340"," -5.204205","Punto kilométrico 148,700 de la CN-340, La Gaspara, ","Estepona","Málaga","Andalucía","NEU - Nueva entidad urbana","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/balcones-de-la-galera","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=302282.75&y=4030364.75&zone=30&r=232.5&visible=PNOA;","IGN-PNOA. fecha vuelo 07-2013","Ruinas Modernas","71329",,,,,,,,"Edificación terminada sin uso",,,,,,,,"Terciario Recreativo",,"Volumen específico",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","Residencial Montecalero","SURS-RT.3 ARROYO CALERO ( AU6 Arroyo Calero)","36.539913"," -4.860249","Finca “Arroyo Calero”","Ojén","Málaga","Andalucía","NEU - Nueva entidad urbana","-","Ruinas modernas","http://www.juliaschulzdornburg.com/residencial-montecalero","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=333715.5&y=4045501&zone=30&r=632&visible=PNOA;","IGN-PNOA. fecha vuelo 07-2013","Ruinas modernas","200553",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","La Mota Golf","Sector UR 9, “La Mota”","36.661966"," -4.717848","Urbanizacion UR9, 21 29120","Alhaurín el Grande","Málaga","Andalucía","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Ruinas modernas","http://www.juliaschulzdornburg.com/cas/la-mota-golf","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=346502&y=4054026&zone=30&r=632&visible=PNOA;","IGN-PNOA. fecha vuelo 07-2013","Ruinas modernas","2500000",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"500000",,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","Buenavista del mar- Buenavista del Sol","Sector SUP S-11 (RT) ""Buenavista""","36.592723"," -4.609483","Autovía A-368, 29650","Mijas","Málaga","Andalucía","NEU - Nueva entidad urbana","-","Ruinas modernas","http://www.juliaschulzdornburg.com/cas/buenavista-del-mar","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=356374&y=4050916&zone=30&r=632&visible=PNOA;","IGN-PNOA. fecha vuelo 07-2013","Ruinas modernas","674485",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"155132","1349",,,,,"4,721.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","Puerto Ojén","Sector AU-11 “Puerto de Ojén”, SUC PA- 3 “Puerto de Ojén” (PGOU 2011)
","36.584189"," -4.849649","Autovías A-355 y A-7103, 29610","Ojén","Málaga","Andalucía","NEU - Nueva entidad urbana","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/puerto-ojen","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=334651&y=4050269&zone=30&r=232.5&visible=PNOA;","IGN-PNOA. fecha vuelo 07-2013","Ruinas modernas","123700",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"14844","128",,,,,"448.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","Urbanización las Alondras","sector S-5","37.078351"," -3.624167","Avenida Villa de Otura","Otura","Granada","Andalucía","NOE - Nuevo desarrollo urbano","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/urbanizacion-las-alondras","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=444478&y=4103714&zone=30&r=465&visible=PNOA;","IGN-PNOA. fecha vuelo 06-2013","Ruinas Modernas","300000",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,,"329",,,,,"1,151.50",,,,,,,,,"José Antonio Cobo Baro",,,,,,,,,,,,,,,,,,,,,,,,,,
"13","Urb. Cañadas del Parque","UE-18 “Cañadas del Parque”","37.056485"," -3.643509","N-323a","Dílar","Granada","Andalucía","NEU - Nueva entidad urbana","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/carmenes-del-suspiro","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=443278&y=4101530&zone=30&r=930&visible=PNOA;","IGN-PNOA. fecha vuelo 06-2013","Ruinas Modernas","840000",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"168000","800",,,,,"2,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14","Alín. Parque empresarial de Granada
","sector IND-01 “Pago el Marchal”","37.066894"," -3.701404","Av. de Frontilin, 2. 18620","Alhendín","Granada","Andalucía","ZIA - Zona industrial aislada","-","Ruinas Modernas, Nación rotonda","http://www.juliaschulzdornburg.com/cas/alin-parque-empresarial, http://www.nacionrotonda.com/2013/05/la-malaha-granada-2004-2011.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=437580&y=4102356&zone=30&r=522&visible=PNOA;","IGN-PNOA. fecha vuelo 06-2013","Ruinas Modernas","3442613",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"2076907",,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15","Urbanización Lomas de Buenos Aires","Sector “Puerto Lobo”","37.220169"," -3.537600","Intersección de la N-342 con la GR-NE52","Víznar","Granada","Andalucía","-","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/lomas-de-buenos-aires","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=452374&y=4119450&zone=30&r=522&visible=PNOA;","IGN-PNOA. fecha vuelo 06-2013","Ruinas Modernas","233669",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toda la información sobre el PGOU de Viznar http://ws041.juntadeandalucia.es/medioambiente/situadifusion/pages/documentosCompartir.jsf?bXVuaWNpcGlvc3NlbGVjY2lvbmFkb3M9MTgxODkmal9pZDU9al9pZDUmal9pZDU6al9pZDU4PWpf
aWQ1OmpfaWQ1OCZjb2RpZ29zTm9tYnJlc011bmljaXBpb3M9W3siaWQiOiIxODE4OSIsIm5vbWJyZSI6IlbNWk5BUiJ9XSZEYXRhVGFibGVzX1RhYmxlXzBfbGVuZ3RoPTEwJmNoZWNrQm94U2VsPWFwcm9iYWRvJmphdmF4LmZhY2VzLlZpZXdTdGF0ZT1qX2lkMyZjb2RpZ29zTXVuaWNpcGlvcz0xODE4OSZtdW5pY2lwaW9zU2VsZWM9Vs1aTkFSJmNvZEZpZ3VyYT0zMzMw, Plano del plan parcial: http://ws041.juntadeandalucia.es/medioambiente/situadifusion/pages/descargaDocumentos.jsf?doc=32949"
"16","Complejo Residencial Lomas de Guillena,","Sector “Camino de Garrobo”","37.582749"," -6.113762","Av de la Plata, 64. 41219, Las Pajanosas","Guillena","Sevilla","Andalucía","NEU - Nueva entidad urbana","-","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/lomas-de-guillena","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=754747.5&y=4163484&zone=29&r=465&visible=PNOA;","IGN-PNOA. fecha vuelo 06-2013","Ruinas Modernas",,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17","Parque Empresarial Argentum","Sector Sur ""Ruta de la Plata"" PPI 4.1","37.461153"," -6.051431","Ctra. Nacional 630, km 805","Salteras","Sevilla","Andalucía","ZIA - Zona industrial aislada","TEA - Terciario aislado","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/parque-empresarial-argentum","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=761099&y=4150007&zone=29&r=930&visible=PNOA;","IGN-PNOA. fecha vuelo 06-2013","Ruinas Modernas","431026",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"267236",,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18","Costa Esuri","Sector nº1 “Puente Esuri”","37.257293"," -7.407617","Av. Vicente Alexandre, 21400","Ayamonte","Huelva","Andalucía","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Ruinas Modernas, Ecologistas en Acción, Nación Rotonda","http://www.juliaschulzdornburg.com/cas/costa-esuri, http://www.nacionrotonda.com/2014/01/costa-esury-huelva.html, http://ecowiki.ecologistasenaccion.org/index.php?title=Ayamonte_-_Urbanizaci%C3%B3n_Costa_Esuri","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=640608&y=4125080&zone=29&r=930&visible=PNOA;","IGN-PNOA. fecha vuelo 056-2013","Ruinas Modernas","4606876",,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"637650","6374",,,,,"22,309.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19","Medina Elvira Golf Residencial","Medina Elvira","37.26882771048491","-3.6865997314453125","tra. Caparacena s/n","Atarfe","Granada","Andalucía","DEO - Desarrollo ligado a instalaciones de ocio",,,,,,"Viskovitz","35000",,,,,,,,"Edificación terminada sin uso","Lo he visitado y está completamente terminado y abandonado.",,,,,,,"-",,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20","Edificio Emperador",,"37.7670801"," -3.8949893","Prado Redondo, 5","Torredelcampo","Jaén","Andalucía","NOE - Nuevo desarrollo urbano",,,,,,,,,,,,,,,"Edificación no terminada","Lleva parado desde el inicio de la crisis y sin visos de que vuelva a ponerse en marcha.",,,,,,,"Residencial Colectivo",,"Edificación en Manzana compacta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
